At-EXP1	SWLF01000117.1	90.196	102	10	0	148	453	3131656	3131351	1.07e-118	217
At-EXP1	SWLF01000117.1	82.524	103	18	0	445	753	3131272	3130964	1.07e-118	215
At-EXP1	SWLF01000117.1	91.667	12	1	0	70	105	3131818	3131783	1.07e-118	33.6
At-EXP1	SWLF01000117.1	75.490	102	25	0	452	147	3131352	3131657	6.54e-82	168
At-EXP1	SWLF01000117.1	72.000	100	28	0	740	441	3130977	3131276	6.54e-82	155
At-EXP1	SWLF01000117.1	41.667	84	49	0	726	475	3130991	3131242	1.31e-24	68.9
At-EXP1	SWLF01000117.1	39.080	87	53	0	442	182	3131362	3131622	1.31e-24	63.8
At-EXP1	SWLF01000117.1	40.179	112	67	0	108	443	3131696	3131361	1.71e-17	75.3
At-EXP1	SWLF01000117.1	49.057	53	27	0	579	737	3131138	3130980	1.71e-17	49.2
At-EXP1	SWLF01000117.1	44.828	87	48	0	182	442	3131622	3131362	3.82e-06	50.6
At-EXP1	SWLF01000117.1	44.898	49	27	0	581	727	3131136	3130990	3.82e-06	35.0
At-EXP1	SWLF01000023.1	82.000	100	18	0	445	744	3052187	3052486	1.30e-102	207
At-EXP1	SWLF01000023.1	86.275	102	14	0	148	453	3051698	3052003	1.30e-102	202
At-EXP1	SWLF01000023.1	80.000	100	20	0	445	744	2372674	2372375	1.19e-101	209
At-EXP1	SWLF01000023.1	80.000	100	20	0	445	744	2347075	2346776	1.19e-101	209
At-EXP1	SWLF01000023.1	81.000	100	19	0	148	447	2373167	2372868	1.19e-101	197
At-EXP1	SWLF01000023.1	81.000	100	19	0	148	447	2347568	2347269	1.19e-101	197
At-EXP1	SWLF01000023.1	78.431	102	22	0	452	147	3052002	3051697	1.01e-78	177
At-EXP1	SWLF01000023.1	70.408	98	29	0	737	444	3052479	3052186	1.01e-78	153
At-EXP1	SWLF01000023.1	67.708	96	31	0	434	147	2347282	2347569	5.94e-63	144
At-EXP1	SWLF01000023.1	67.708	96	31	0	434	147	2372881	2373168	5.94e-63	144
At-EXP1	SWLF01000023.1	63.636	99	36	0	740	444	2346780	2347076	5.94e-63	132
At-EXP1	SWLF01000023.1	63.636	99	36	0	740	444	2372379	2372675	5.94e-63	132
At-EXP1	SWLF01000023.1	40.426	94	56	0	445	164	3051995	3051714	7.82e-20	73.0
At-EXP1	SWLF01000023.1	41.111	90	53	0	744	475	3052486	3052217	7.82e-20	59.7
At-EXP1	SWLF01000023.1	47.872	94	49	0	165	446	3051715	3051996	2.54e-16	81.7
At-EXP1	SWLF01000023.1	43.396	53	30	0	579	737	3052321	3052479	2.54e-16	39.1
At-EXP1	SWLF01000023.1	41.379	87	51	0	732	472	2346788	2347048	1.43e-12	73.5
At-EXP1	SWLF01000023.1	41.379	87	51	0	732	472	2372387	2372647	1.43e-12	73.5
At-EXP1	SWLF01000023.1	34.667	75	49	0	135	359	2373180	2372956	2.96e-09	51.0
At-EXP1	SWLF01000023.1	34.667	75	49	0	135	359	2347581	2347357	2.96e-09	51.0
At-EXP1	SWLF01000023.1	75.000	12	3	0	70	105	2373333	2373298	2.96e-09	29.5
At-EXP1	SWLF01000023.1	75.000	12	3	0	70	105	2347733	2347698	2.96e-09	29.5
At-EXP1	SWLF01000019.1	76.000	100	24	0	445	744	7520811	7521110	1.68e-95	197
At-EXP1	SWLF01000019.1	76.000	100	24	0	148	447	7520435	7520734	1.68e-95	172
At-EXP1	SWLF01000019.1	63.725	102	37	0	746	441	7521112	7520807	1.45e-69	143
At-EXP1	SWLF01000019.1	67.000	100	33	0	446	147	7520733	7520434	1.45e-69	139
At-EXP1	SWLF01000019.1	42.222	90	52	0	744	475	7521110	7520841	3.01e-20	74.8
At-EXP1	SWLF01000019.1	42.222	45	26	0	282	148	7520569	7520435	3.01e-20	32.7
At-EXP1	SWLF01000019.1	32.432	37	25	0	445	335	7520732	7520622	3.01e-20	27.6
At-EXP1	SWLF01000019.1	37.000	100	63	0	147	446	7520434	7520733	1.51e-13	70.3
At-EXP1	SWLF01000019.1	43.636	55	31	0	581	745	7520947	7521111	1.51e-13	39.6
At-EXP1	SWLF01000019.1	64.706	17	6	0	55	105	7520257	7520307	1.51e-13	32.2
At-EXP1	SWLF01000018.1	72.449	98	27	0	445	738	5907908	5908201	3.14e-87	172
At-EXP1	SWLF01000018.1	76.087	46	11	0	148	285	5907519	5907656	3.14e-87	95.5
At-EXP1	SWLF01000018.1	74.545	55	14	0	283	447	5907660	5907824	3.14e-87	93.6
At-EXP1	SWLF01000018.1	59.184	98	40	0	737	444	5908200	5907907	7.20e-56	123
At-EXP1	SWLF01000018.1	71.429	42	12	0	272	147	5907643	5907518	7.20e-56	67.0
At-EXP1	SWLF01000018.1	60.000	55	22	0	446	282	5907823	5907659	7.20e-56	65.7
At-EXP1	SWLF01000018.1	41.860	43	25	0	147	275	5907518	5907646	1.70e-17	40.9
At-EXP1	SWLF01000018.1	36.364	55	35	0	282	446	5907659	5907823	1.70e-17	39.6
At-EXP1	SWLF01000018.1	39.623	53	32	0	579	737	5908042	5908200	1.70e-17	34.5
At-EXP1	SWLF01000018.1	42.857	28	16	0	426	509	5907889	5907972	1.70e-17	27.2
At-EXP1	SWLF01000018.1	37.209	86	54	0	732	475	5908195	5907938	8.24e-12	54.2
At-EXP1	SWLF01000018.1	42.857	42	24	0	273	148	5907644	5907519	8.24e-12	29.5
At-EXP1	SWLF01000018.1	37.500	32	20	0	442	347	5907819	5907724	8.24e-12	22.1
At-EXP1	SWLF01000030.1	64.078	103	37	0	442	750	3207060	3206752	1.41e-79	166
At-EXP1	SWLF01000030.1	70.909	55	16	0	283	447	3207291	3207127	1.41e-79	88.6
At-EXP1	SWLF01000030.1	63.043	46	17	0	148	285	3207432	3207295	1.41e-79	80.8
At-EXP1	SWLF01000030.1	52.427	103	49	0	749	441	3206753	3207061	1.25e-46	106
At-EXP1	SWLF01000030.1	67.500	40	13	0	281	162	3207299	3207418	1.25e-46	59.7
At-EXP1	SWLF01000030.1	54.545	55	25	0	446	282	3207128	3207292	1.25e-46	58.3
At-EXP1	SWLF01000027.1	63.551	107	39	0	430	750	7216521	7216201	4.36e-77	166
At-EXP1	SWLF01000027.1	80.435	46	9	0	148	285	7217270	7217133	4.36e-77	97.7
At-EXP1	SWLF01000027.1	74.545	55	14	0	283	447	7217129	7216965	4.36e-77	93.6
At-EXP1	SWLF01000027.1	71.429	14	4	0	64	105	7217477	7217436	4.36e-77	31.3
At-EXP1	SWLF01000027.1	48.039	102	53	0	749	444	7216202	7216507	3.01e-41	90.9
At-EXP1	SWLF01000027.1	75.556	45	11	0	281	147	7217137	7217271	3.01e-41	79.0
At-EXP1	SWLF01000027.1	61.818	55	21	0	446	282	7216966	7217130	3.01e-41	67.0
At-EXP1	SWLF01000027.1	41.304	46	27	0	135	272	7217283	7217146	1.89e-08	40.5
At-EXP1	SWLF01000027.1	45.455	22	12	0	405	470	7217007	7216942	1.89e-08	29.0
At-EXP1	SWLF01000027.1	45.833	24	13	0	282	353	7217130	7217059	1.89e-08	24.4
